Número de informe,Nombre de la Evaluación,Etapa,Componente ambiental,Procedencia de la Muestra,Procedencia Especifica de la Muestra,Nombre del punto,Este,Norte,Altitud,Zona,Datum,Descripción de ubicación,Tipo de muestra,Tipo de análisis,Fecha,Hora,Valor,Parámetro,Unidad de medida
INFORME N° 00174-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00335,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00335-AG01,464607,9482429,0,17,WGS 84,"Muestra de agua tomada a orillas de la laguna Punta Balcones, a 100 metros de distancia del pozo.",Simple,Ensayo por cromatografía - PAHS,4/3/2014,12:25:00 PM,<0.5,Fluoreno,µg/L
INFORME N° 00174-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00335,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00335-AG01,464607,9482429,0,17,WGS 84,"Muestra de agua tomada a orillas de la laguna Punta Balcones, a 100 metros de distancia del pozo.",Simple,Ensayo por cromatografía - PAHS,4/3/2014,12:25:00 PM,<0.5,"Indeno (1,2,3 cd) Pireno",µg/L
INFORME N° 00174-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00335,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00335-AG01,464607,9482429,0,17,WGS 84,"Muestra de agua tomada a orillas de la laguna Punta Balcones, a 100 metros de distancia del pozo.",Simple,Ensayo por cromatografía - PAHS,4/3/2014,12:25:00 PM,<0.5,Naftaleno,µg/L
INFORME N° 00174-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00335,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00335-AG01,464607,9482429,0,17,WGS 84,"Muestra de agua tomada a orillas de la laguna Punta Balcones, a 100 metros de distancia del pozo.",Simple,Ensayo por cromatografía - PAHS,4/3/2014,12:25:00 PM,<0.5,Pireno,µg/L
INFORME N° 00174-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00335,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00335-AG01,464607,9482429,0,17,WGS 84,"Muestra de agua tomada a orillas de la laguna Punta Balcones, a 100 metros de distancia del pozo.",Simple,Ensayo por cromatografía - HTP,4/3/2014,12:25:00 PM,"19,14",Hidrocarburos totales de petróleo (C6-C28),mg/L
INFORME N° 00174-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00335,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00335-AG01,464607,9482429,0,17,WGS 84,"Muestra de agua tomada a orillas de la laguna Punta Balcones, a 100 metros de distancia del pozo.",Simple,Otros Parámetros,4/3/2014,12:25:00 PM,"113,33",Aceites y grasas,mg/L
INFORME N° 00174-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00335,Primer monitoreo,Agua,Agua natural subterránea,Agua subterránea de pozo,F00335-AG02,464675,9482507,0,17,WGS 84,Muestra de agua tomada a 19 mertos de distancia del pozo.,Simple,Ensayo por cromatografía - PAHS,4/3/2014,3:50:00 PM,<0.5,Acenafteno,µg/L
INFORME N° 00174-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00335,Primer monitoreo,Agua,Agua natural subterránea,Agua subterránea de pozo,F00335-AG02,464675,9482507,0,17,WGS 84,Muestra de agua tomada a 19 mertos de distancia del pozo.,Simple,Ensayo por cromatografía - PAHS,4/3/2014,3:50:00 PM,<0.5,Acenaftileno,µg/L
INFORME N° 00174-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00335,Primer monitoreo,Agua,Agua natural subterránea,Agua subterránea de pozo,F00335-AG02,464675,9482507,0,17,WGS 84,Muestra de agua tomada a 19 mertos de distancia del pozo.,Simple,Ensayo por cromatografía - PAHS,4/3/2014,3:50:00 PM,<0.5,Antraceno,µg/L
INFORME N° 00174-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00335,Primer monitoreo,Agua,Agua natural subterránea,Agua subterránea de pozo,F00335-AG02,464675,9482507,0,17,WGS 84,Muestra de agua tomada a 19 mertos de distancia del pozo.,Simple,Ensayo por cromatografía - PAHS,4/3/2014,3:50:00 PM,<0.5,Benzo (a) Antraceno,µg/L
INFORME N° 00174-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00335,Primer monitoreo,Agua,Agua natural subterránea,Agua subterránea de pozo,F00335-AG02,464675,9482507,0,17,WGS 84,Muestra de agua tomada a 19 mertos de distancia del pozo.,Simple,Ensayo por cromatografía - PAHS,4/3/2014,3:50:00 PM,<0.5,Benzo (a) Pireno,µg/L
INFORME N° 00174-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00335,Primer monitoreo,Agua,Agua natural subterránea,Agua subterránea de pozo,F00335-AG02,464675,9482507,0,17,WGS 84,Muestra de agua tomada a 19 mertos de distancia del pozo.,Simple,Ensayo por cromatografía - PAHS,4/3/2014,3:50:00 PM,<0.5,Benzo (b) Fluoranteno,µg/L
INFORME N° 00174-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00335,Primer monitoreo,Agua,Agua natural subterránea,Agua subterránea de pozo,F00335-AG02,464675,9482507,0,17,WGS 84,Muestra de agua tomada a 19 mertos de distancia del pozo.,Simple,Ensayo por cromatografía - PAHS,4/3/2014,3:50:00 PM,<0.5,"Benzo (g,h,i) Perileno",µg/L
INFORME N° 00174-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00335,Primer monitoreo,Agua,Agua natural subterránea,Agua subterránea de pozo,F00335-AG02,464675,9482507,0,17,WGS 84,Muestra de agua tomada a 19 mertos de distancia del pozo.,Simple,Ensayo por cromatografía - PAHS,4/3/2014,3:50:00 PM,<0.5,Benzo (k) Fluoranteno,µg/L
INFORME N° 00174-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00335,Primer monitoreo,Agua,Agua natural subterránea,Agua subterránea de pozo,F00335-AG02,464675,9482507,0,17,WGS 84,Muestra de agua tomada a 19 mertos de distancia del pozo.,Simple,Ensayo por cromatografía - PAHS,4/3/2014,3:50:00 PM,<0.5,Criseno,µg/L
INFORME N° 00174-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00335,Primer monitoreo,Agua,Agua natural subterránea,Agua subterránea de pozo,F00335-AG02,464675,9482507,0,17,WGS 84,Muestra de agua tomada a 19 mertos de distancia del pozo.,Simple,Ensayo por cromatografía - PAHS,4/3/2014,3:50:00 PM,<0.5,"Dibenzo (a,h) Antraceno",µg/L
INFORME N° 00174-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00335,Primer monitoreo,Agua,Agua natural subterránea,Agua subterránea de pozo,F00335-AG02,464675,9482507,0,17,WGS 84,Muestra de agua tomada a 19 mertos de distancia del pozo.,Simple,Ensayo por cromatografía - PAHS,4/3/2014,3:50:00 PM,<0.5,Fenantreno,µg/L
INFORME N° 00174-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00335,Primer monitoreo,Agua,Agua natural subterránea,Agua subterránea de pozo,F00335-AG02,464675,9482507,0,17,WGS 84,Muestra de agua tomada a 19 mertos de distancia del pozo.,Simple,Ensayo por cromatografía - PAHS,4/3/2014,3:50:00 PM,<0.5,Fluoranteno,µg/L
INFORME N° 00174-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00335,Primer monitoreo,Agua,Agua natural subterránea,Agua subterránea de pozo,F00335-AG02,464675,9482507,0,17,WGS 84,Muestra de agua tomada a 19 mertos de distancia del pozo.,Simple,Ensayo por cromatografía - PAHS,4/3/2014,3:50:00 PM,<0.5,Fluoreno,µg/L
INFORME N° 00174-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00335,Primer monitoreo,Agua,Agua natural subterránea,Agua subterránea de pozo,F00335-AG02,464675,9482507,0,17,WGS 84,Muestra de agua tomada a 19 mertos de distancia del pozo.,Simple,Ensayo por cromatografía - PAHS,4/3/2014,3:50:00 PM,<0.5,"Indeno (1,2,3 cd) Pireno",µg/L
INFORME N° 00174-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00335,Primer monitoreo,Agua,Agua natural subterránea,Agua subterránea de pozo,F00335-AG02,464675,9482507,0,17,WGS 84,Muestra de agua tomada a 19 mertos de distancia del pozo.,Simple,Ensayo por cromatografía - PAHS,4/3/2014,3:50:00 PM,<0.5,Naftaleno,µg/L
INFORME N° 00174-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00335,Primer monitoreo,Agua,Agua natural subterránea,Agua subterránea de pozo,F00335-AG02,464675,9482507,0,17,WGS 84,Muestra de agua tomada a 19 mertos de distancia del pozo.,Simple,Ensayo por cromatografía - PAHS,4/3/2014,3:50:00 PM,<0.5,Pireno,µg/L
INFORME N° 00174-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00335,Primer monitoreo,Agua,Agua natural subterránea,Agua subterránea de pozo,F00335-AG02,464675,9482507,0,17,WGS 84,Muestra de agua tomada a 19 mertos de distancia del pozo.,Simple,Ensayo por cromatografía - HTP,4/3/2014,3:50:00 PM,"8,58",Hidrocarburos totales de petróleo (C6-C28),mg/L
INFORME N° 00174-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00335,Primer monitoreo,Agua,Agua natural subterránea,Agua subterránea de pozo,F00335-AG02,464675,9482507,0,17,WGS 84,Muestra de agua tomada a 19 mertos de distancia del pozo.,Simple,Otros Parámetros,4/3/2014,3:50:00 PM,"11,5",Aceites y grasas,mg/L
INFORME N° 00156-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00727,Primer monitoreo,Agua,Agua salina,Agua de mar,F00727-AS01,539605,9594809,0,17,WGS 84,"Muestra de agua a 12 m de distancia, aproximadamente, de la orilla del mar en la zona de emisión de burbuias (casing del pozo).",Simple,Ensayo por cromatografía - PAHS,21/10/2013,11:45:00 AM,"0,0012",Criseno,mg/L
INFORME N° 00156-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00727,Primer monitoreo,Agua,Agua salina,Agua de mar,F00727-AS01,539605,9594809,0,17,WGS 84,"Muestra de agua a 12 m de distancia, aproximadamente, de la orilla del mar en la zona de emisión de burbuias (casing del pozo).",Simple,Ensayo por cromatografía - PAHS,21/10/2013,11:45:00 AM,"0,0054",Benzo (a) Pireno,mg/L
INFORME N° 00156-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00727,Primer monitoreo,Agua,Agua salina,Agua de mar,F00727-AS01,539605,9594809,0,17,WGS 84,"Muestra de agua a 12 m de distancia, aproximadamente, de la orilla del mar en la zona de emisión de burbuias (casing del pozo).",Simple,Ensayo por cromatografía - PAHS,21/10/2013,11:45:00 AM,<0.0005,Acenafteno,mg/L
INFORME N° 00156-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00727,Primer monitoreo,Agua,Agua salina,Agua de mar,F00727-AS01,539605,9594809,0,17,WGS 84,"Muestra de agua a 12 m de distancia, aproximadamente, de la orilla del mar en la zona de emisión de burbuias (casing del pozo).",Simple,Ensayo por cromatografía - PAHS,21/10/2013,11:45:00 AM,<0.0005,Acenaftileno,mg/L
INFORME N° 00156-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00727,Primer monitoreo,Agua,Agua salina,Agua de mar,F00727-AS01,539605,9594809,0,17,WGS 84,"Muestra de agua a 12 m de distancia, aproximadamente, de la orilla del mar en la zona de emisión de burbuias (casing del pozo).",Simple,Ensayo por cromatografía - PAHS,21/10/2013,11:45:00 AM,<0.0005,Antraceno,mg/L
INFORME N° 00156-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00727,Primer monitoreo,Agua,Agua salina,Agua de mar,F00727-AS01,539605,9594809,0,17,WGS 84,"Muestra de agua a 12 m de distancia, aproximadamente, de la orilla del mar en la zona de emisión de burbuias (casing del pozo).",Simple,Ensayo por cromatografía - PAHS,21/10/2013,11:45:00 AM,<0.0005,Benzo (a) Antraceno,mg/L
INFORME N° 00156-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00727,Primer monitoreo,Agua,Agua salina,Agua de mar,F00727-AS01,539605,9594809,0,17,WGS 84,"Muestra de agua a 12 m de distancia, aproximadamente, de la orilla del mar en la zona de emisión de burbuias (casing del pozo).",Simple,Ensayo por cromatografía - PAHS,21/10/2013,11:45:00 AM,<0.0005,Benzo (b) Fluoranteno,mg/L
INFORME N° 00156-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00727,Primer monitoreo,Agua,Agua salina,Agua de mar,F00727-AS01,539605,9594809,0,17,WGS 84,"Muestra de agua a 12 m de distancia, aproximadamente, de la orilla del mar en la zona de emisión de burbuias (casing del pozo).",Simple,Ensayo por cromatografía - PAHS,21/10/2013,11:45:00 AM,<0.0005,"Benzo (g,h,i) Perileno",mg/L
INFORME N° 00156-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00727,Primer monitoreo,Agua,Agua salina,Agua de mar,F00727-AS01,539605,9594809,0,17,WGS 84,"Muestra de agua a 12 m de distancia, aproximadamente, de la orilla del mar en la zona de emisión de burbuias (casing del pozo).",Simple,Ensayo por cromatografía - PAHS,21/10/2013,11:45:00 AM,<0.0005,Benzo (k) Fluoranteno,mg/L
INFORME N° 00156-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00727,Primer monitoreo,Agua,Agua salina,Agua de mar,F00727-AS01,539605,9594809,0,17,WGS 84,"Muestra de agua a 12 m de distancia, aproximadamente, de la orilla del mar en la zona de emisión de burbuias (casing del pozo).",Simple,Ensayo por cromatografía - PAHS,21/10/2013,11:45:00 AM,<0.0005,"Dibenzo (a,h) Antraceno",mg/L
INFORME N° 00156-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00727,Primer monitoreo,Agua,Agua salina,Agua de mar,F00727-AS01,539605,9594809,0,17,WGS 84,"Muestra de agua a 12 m de distancia, aproximadamente, de la orilla del mar en la zona de emisión de burbuias (casing del pozo).",Simple,Ensayo por cromatografía - PAHS,21/10/2013,11:45:00 AM,<0.0005,Fenantreno,mg/L
INFORME N° 00156-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00727,Primer monitoreo,Agua,Agua salina,Agua de mar,F00727-AS01,539605,9594809,0,17,WGS 84,"Muestra de agua a 12 m de distancia, aproximadamente, de la orilla del mar en la zona de emisión de burbuias (casing del pozo).",Simple,Ensayo por cromatografía - PAHS,21/10/2013,11:45:00 AM,<0.0005,Fluoranteno,mg/L
INFORME N° 00156-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00727,Primer monitoreo,Agua,Agua salina,Agua de mar,F00727-AS01,539605,9594809,0,17,WGS 84,"Muestra de agua a 12 m de distancia, aproximadamente, de la orilla del mar en la zona de emisión de burbuias (casing del pozo).",Simple,Ensayo por cromatografía - PAHS,21/10/2013,11:45:00 AM,<0.0005,Fluoreno,mg/L
INFORME N° 00156-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00727,Primer monitoreo,Agua,Agua salina,Agua de mar,F00727-AS01,539605,9594809,0,17,WGS 84,"Muestra de agua a 12 m de distancia, aproximadamente, de la orilla del mar en la zona de emisión de burbuias (casing del pozo).",Simple,Ensayo por cromatografía - PAHS,21/10/2013,11:45:00 AM,<0.0005,"Indeno (1,2,3 cd) Pireno",mg/L
INFORME N° 00156-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00727,Primer monitoreo,Agua,Agua salina,Agua de mar,F00727-AS01,539605,9594809,0,17,WGS 84,"Muestra de agua a 12 m de distancia, aproximadamente, de la orilla del mar en la zona de emisión de burbuias (casing del pozo).",Simple,Ensayo por cromatografía - PAHS,21/10/2013,11:45:00 AM,<0.0005,Naftaleno,mg/L
INFORME N° 00156-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00727,Primer monitoreo,Agua,Agua salina,Agua de mar,F00727-AS01,539605,9594809,0,17,WGS 84,"Muestra de agua a 12 m de distancia, aproximadamente, de la orilla del mar en la zona de emisión de burbuias (casing del pozo).",Simple,Ensayo por cromatografía - PAHS,21/10/2013,11:45:00 AM,<0.0005,Pireno,mg/L
INFORME N° 00391-2015-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00768,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de río,AS02,401124,8289247,0,17,WGS 84,La muestra de agua superficial se tomo en el punto de floramiento ubicado a 15.5 m de distancia del pozo,Simple,Ensayo por cromatografía - HTP,16/10/2013,2:57:00 PM,<2.0,Hidrocarburos totales de petróleo (C6-C28),mg/L
INFORME N° 00391-2015-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00768,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de río,AS02,401124,8289247,0,17,WGS 84,La muestra de agua superficial se tomo en el punto de floramiento ubicado a 15.5 m de distancia del pozo,Simple,Otros Parámetros,16/10/2013,2:57:00 PM,"2888,3",Cloruros,mg/L
INFORME N° 00127-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00771,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de río,AS01,397007,8298002,0,17,WGS 84,Muestra de agua tomada en  el afloramiento.,Simple,Ensayo por cromatografía - HTP,16/10/2013,11:56:00 AM,"2630,96",Hidrocarburos totales de petróleo (C6-C28),mg/L
INFORME N° 00127-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00771,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de río,AS01,397007,8298002,0,17,WGS 84,Muestra de agua tomada en  el afloramiento.,Simple,Otros Parámetros,16/10/2013,11:56:00 AM,"2908,3",Cloruros,mg/L
