Anio,NroMes,ubigeo,Departamento,Provincia,Distrito,Sexo,Etapa,GrupoTamizaje,DetalleTamizaje,Casos
2017,8,140103,LAMBAYEQUE,CHICLAYO,ETEN,M,5 - 9,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,13
2017,8,140103,LAMBAYEQUE,CHICLAYO,ETEN,M,60 - 79,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,3
2017,8,140103,LAMBAYEQUE,CHICLAYO,ETEN,M,60 - 79,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,4
2017,8,140104,LAMBAYEQUE,CHICLAYO,ETEN PUERTO,F,30 - 39,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,3
2017,8,140104,LAMBAYEQUE,CHICLAYO,ETEN PUERTO,M,15 - 17,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,8,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,15 - 17,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,2
2017,8,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,18 - 24,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,4
2017,8,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,18 - 24,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,6
2017,8,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,30 - 39,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,18
2017,8,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,40 - 59,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,4
2017,8,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,6
2017,8,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,60 - 79,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,42
2017,8,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,10 - 11,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,9
2017,8,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,18 - 24,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,15
2017,8,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,25 - 29,SOLO TAMIZAJES POSITIVOS,TRASTORNO DE CONSUMO DE ALCOHOL,1
2017,8,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,30 - 39,SOLO TAMIZAJES POSITIVOS,TRASTORNO DE CONSUMO DE DROGAS,1
2017,8,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,30 - 39,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2
2017,8,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,5 - 9,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,61
2017,8,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,12 - 14,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,8,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,18 - 24,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,17
2017,8,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,18 - 24,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,20
2017,8,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,40 - 59,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,5
2017,8,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,21
2017,8,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,60 - 79,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,70
2017,8,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,M,10 - 11,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,5
2017,8,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,M,18 - 24,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,23
2017,8,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,M,30 - 39,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,1
2017,8,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,M,5 - 9,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,24
2017,8,140107,LAMBAYEQUE,CHICLAYO,LAGUNAS,F,30 - 39,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2
2017,8,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,F,1 - 4,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,1
2017,8,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,F,1 - 4,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,8,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,F,10 - 11,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,6
2017,8,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,F,18 - 24,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,55
2017,8,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,F,30 - 39,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,8
2017,8,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,F,40 - 59,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,2
2017,8,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,F,5 - 9,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,8,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,F,5 - 9,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,14
2017,8,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,M,12 - 14,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,10
2017,8,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,M,25 - 29,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,8,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,M,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,2
2017,8,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,M,60 - 79,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,3
2017,8,140108,LAMBAYEQUE,CHICLAYO,MONSEFU,M,80  +,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,2
2017,8,140112,LAMBAYEQUE,CHICLAYO,PIMENTEL,F,1 - 4,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,34
2017,8,140112,LAMBAYEQUE,CHICLAYO,PIMENTEL,M,40 - 59,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,5
2017,8,140113,LAMBAYEQUE,CHICLAYO,REQUE,F,60 - 79,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,3
2017,8,140113,LAMBAYEQUE,CHICLAYO,REQUE,M,25 - 29,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,8,140114,LAMBAYEQUE,CHICLAYO,SANTA ROSA,F,18 - 24,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,4
2017,8,140114,LAMBAYEQUE,CHICLAYO,SANTA ROSA,F,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,8,140114,LAMBAYEQUE,CHICLAYO,SANTA ROSA,M,25 - 29,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,1
2017,8,140114,LAMBAYEQUE,CHICLAYO,SANTA ROSA,M,25 - 29,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,8,140114,LAMBAYEQUE,CHICLAYO,SANTA ROSA,M,60 - 79,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,1
2017,8,140115,LAMBAYEQUE,CHICLAYO,SA�A,F,5 - 9,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,3
2017,8,140115,LAMBAYEQUE,CHICLAYO,SA�A,F,60 - 79,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,6
2017,8,140115,LAMBAYEQUE,CHICLAYO,SA�A,M,1 - 4,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,10
2017,8,140118,LAMBAYEQUE,CHICLAYO,POMALCA,F,15 - 17,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,6
2017,8,140118,LAMBAYEQUE,CHICLAYO,POMALCA,M,5 - 9,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,13
2017,8,140118,LAMBAYEQUE,CHICLAYO,POMALCA,M,60 - 79,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,8,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,F,1 - 4,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,155
2017,8,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,F,12 - 14,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,9
2017,8,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,F,15 - 17,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,8
2017,8,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,F,60 - 79,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,21
2017,8,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,M,10 - 11,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,24
2017,8,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,M,18 - 24,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,3
2017,8,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,M,40 - 59,SOLO TAMIZAJES POSITIVOS,TRASTORNO DE CONSUMO DE ALCOHOL,3
2017,8,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,M,5 - 9,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,4
2017,8,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,M,60 - 79,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2
2017,8,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,M,60 - 79,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,2
2017,8,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,M,80  +,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,2
2017,8,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,< 1,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,8,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,10 - 11,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,2
2017,8,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,15 - 17,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,22
2017,8,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,18 - 24,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,1
2017,8,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,25 - 29,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,3
2017,8,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,30 - 39,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,3
2017,8,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,30 - 39,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,44
2017,8,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,5 - 9,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,2
2017,8,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,5 - 9,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,8,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,F,80  +,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,4
2017,8,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,M,12 - 14,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,4
2017,8,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,M,15 - 17,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,5
2017,8,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,M,30 - 39,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,8
2017,8,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,M,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,7
2017,8,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,M,5 - 9,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,50
2017,8,140202,LAMBAYEQUE,FERRE�AFE,CA�ARIS,M,60 - 79,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,8
2017,8,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,F,1 - 4,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,2
2017,8,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,F,10 - 11,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,1
2017,8,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,F,12 - 14,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,1
2017,8,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,F,12 - 14,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,2
2017,8,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,F,15 - 17,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,1
2017,8,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,F,15 - 17,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,39
2017,8,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,F,25 - 29,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,1
2017,8,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,F,40 - 59,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,10
2017,8,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,F,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,5
2017,8,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,M,1 - 4,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,1
2017,8,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,M,15 - 17,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,3
2017,8,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,M,18 - 24,SOLO TAMIZAJES POSITIVOS,TRASTORNO DE CONSUMO DE ALCOHOL,1
2017,8,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,M,40 - 59,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,18
2017,8,140203,LAMBAYEQUE,FERRE�AFE,INCAHUASI,M,60 - 79,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,1
2017,8,140204,LAMBAYEQUE,FERRE�AFE,MANUEL ANTONIO MESONES MURO,M,1 - 4,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,1
2017,8,140204,LAMBAYEQUE,FERRE�AFE,MANUEL ANTONIO MESONES MURO,M,15 - 17,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,13
2017,8,140204,LAMBAYEQUE,FERRE�AFE,MANUEL ANTONIO MESONES MURO,M,30 - 39,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,24
2017,8,140204,LAMBAYEQUE,FERRE�AFE,MANUEL ANTONIO MESONES MURO,M,40 - 59,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,27
2017,8,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,F,< 1,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,150
2017,8,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,F,10 - 11,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,3
2017,8,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,F,15 - 17,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,27
2017,8,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,F,30 - 39,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,3
2017,8,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,F,40 - 59,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,2
2017,8,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,F,5 - 9,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,8,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,M,12 - 14,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,8,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,M,18 - 24,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,2
2017,8,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,M,25 - 29,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,4
2017,8,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,M,30 - 39,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,3
2017,8,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,M,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,5
2017,8,140205,LAMBAYEQUE,FERRE�AFE,PITIPO,M,60 - 79,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,17
2017,8,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,F,12 - 14,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,18
2017,8,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,F,18 - 24,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,8
2017,8,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,F,40 - 59,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,8,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,F,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,7
2017,8,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,F,60 - 79,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,21
2017,8,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,M,1 - 4,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,104
2017,8,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,M,10 - 11,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,17
2017,8,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,M,15 - 17,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,2
2017,8,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,M,25 - 29,SOLO TAMIZAJES POSITIVOS,TRASTORNO DE CONSUMO DE ALCOHOL,1
2017,8,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,M,30 - 39,SOLO TAMIZAJES POSITIVOS,TRASTORNO DE CONSUMO DE ALCOHOL,1
2017,8,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,M,30 - 39,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,2
2017,8,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,M,40 - 59,SOLO TAMIZAJES POSITIVOS,TRASTORNO DE CONSUMO DE DROGAS,1
2017,8,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,10 - 11,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,51
2017,8,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,12 - 14,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,3
2017,8,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,12 - 14,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,2
2017,8,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,25 - 29,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,12
2017,8,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,25 - 29,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,38
2017,8,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,40 - 59,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,9
2017,8,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,M,18 - 24,SOLO TAMIZAJES POSITIVOS,TRASTORNO DE CONSUMO DE DROGAS,1
2017,8,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,M,18 - 24,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,8,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,M,30 - 39,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,5
2017,8,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,M,40 - 59,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,3
2017,8,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,M,80  +,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2
2017,8,140302,LAMBAYEQUE,LAMBAYEQUE,CHOCHOPE,F,5 - 9,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,8,140302,LAMBAYEQUE,LAMBAYEQUE,CHOCHOPE,M,< 1,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,13
2017,8,140303,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,F,1 - 4,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,8,140303,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,F,12 - 14,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,7
2017,8,140303,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,F,18 - 24,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,17
2017,8,140303,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,F,18 - 24,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,34
2017,8,140303,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,F,30 - 39,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,18
2017,8,140303,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,F,40 - 59,SOLO TAMIZAJES POSITIVOS,TRASTORNO DE CONSUMO DE ALCOHOL,1
2017,8,140303,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,M,15 - 17,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,3
2017,8,140303,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,M,18 - 24,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,5
2017,8,140303,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,M,60 - 79,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,3
2017,8,140304,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,F,< 1,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,1
2017,8,140304,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,F,18 - 24,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,24
2017,8,140304,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,F,18 - 24,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,43
2017,8,140304,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,F,30 - 39,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,8,140304,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,F,30 - 39,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,17
2017,8,140304,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,F,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,19
2017,8,140304,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,F,60 - 79,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,11
2017,8,140304,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,M,10 - 11,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
